Timestamp(s),PIR_State,mmWave_State
40.46,1,1
40.66,1,1
40.86,1,1
41.06,1,1
41.26,1,1
41.46,1,1
41.66,1,1
41.86,1,1
42.07,1,1
42.26,1,1
42.46,1,1
42.66,1,1
42.87,1,1
43.07,1,1
43.27,1,1
43.47,1,1
43.67,1,1
43.87,1,1
44.06,1,1
44.27,1,1
44.46,1,1
44.66,1,1
44.86,1,1
45.07,1,1
45.26,1,1
45.46,1,1
45.66,1,1
45.87,1,1
46.06,1,1
46.26,1,1
46.46,1,1
46.66,1,1
46.86,1,1
47.06,1,1
47.26,1,1
47.47,1,1
47.66,1,1
47.86,1,1
48.06,1,1
48.26,1,1
48.46,1,1
48.66,1,1
48.86,1,1
49.06,1,1
49.26,1,1
49.46,1,1
49.66,1,1
49.86,1,1
50.06,1,1
50.27,1,1
50.46,1,1
50.66,1,1
50.86,1,1
51.06,1,1
51.26,1,1
51.47,1,1
51.66,1,1
51.86,1,1
52.06,1,1
52.26,1,1
52.46,1,1
52.67,1,1
52.86,1,1
53.06,1,1
53.26,1,1
53.46,1,1
53.66,1,1
53.86,1,1
54.06,1,1
54.26,1,1
54.46,1,1
54.66,1,1
54.86,1,1
55.06,1,1
55.26,1,1
55.46,1,1
55.66,1,1
55.86,1,1
56.07,1,1
56.26,1,1
56.46,1,1
56.66,1,1
56.86,1,1
57.06,1,1
57.26,1,1
57.46,1,1
57.66,1,1
57.86,1,1
58.07,1,1
58.26,1,1
58.46,1,1
58.66,1,1
58.86,1,1
59.06,1,1
59.27,1,1
59.46,1,1
59.66,1,1
59.87,1,1
60.07,1,1
60.26,1,1
60.46,1,1
60.66,1,1
60.86,1,1
61.06,1,1
61.26,1,1
61.46,1,1
61.66,1,1
61.86,1,1
62.07,1,1
62.27,1,1
62.46,1,1
62.66,1,1
62.86,1,1
63.06,1,1
63.26,1,1
63.46,1,1
63.66,1,1
63.86,1,1
64.07,1,1
64.26,1,1
64.46,1,1
64.67,1,1
64.86,1,1
65.06,1,1
65.26,1,1
65.46,1,1
65.66,1,1
65.86,1,1
66.06,1,1
66.26,1,1
66.46,1,1
66.66,1,1
66.86,1,1
67.07,1,1
67.27,1,1
67.47,1,1
67.67,1,1
67.86,1,1
68.06,1,1
68.26,1,1
68.46,1,1
68.66,1,1
68.86,1,1
69.06,1,1
69.26,1,1
69.47,1,1
69.66,1,1
69.86,1,1
70.07,1,1
70.26,1,1
70.46,1,1
70.66,1,1
70.86,1,1
71.06,1,1
71.26,1,1
71.46,1,1
71.66,1,1
71.86,1,1
72.06,1,1
72.26,1,1
72.46,1,1
72.67,1,1
72.86,1,1
73.06,1,1
73.26,1,1
73.46,1,1
73.66,1,1
73.86,1,1
74.06,1,1
74.26,1,1
74.46,1,1
74.66,1,1
74.86,1,1
75.06,1,1
75.26,1,1
75.46,1,1
75.66,1,1
75.86,1,1
76.06,1,1
76.26,1,1
76.47,1,1
76.66,1,1
76.86,1,1
77.06,1,1
77.26,1,1
77.46,1,1
77.66,1,1
77.86,1,1
78.06,1,1
78.26,1,1
78.46,1,1
78.66,1,1
78.87,1,1
79.07,1,1
79.27,1,1
79.46,1,1
79.67,1,1
79.86,1,1
80.07,1,1
80.26,1,1
80.46,1,1
80.66,1,1
80.86,1,1
81.07,1,1
81.27,1,1
81.47,1,1
81.66,1,1
81.86,1,1
82.06,1,1
82.26,1,1
82.46,1,0
82.66,1,0
82.86,1,0
83.06,1,0
83.26,1,0
83.46,1,0
83.66,1,0
83.86,1,0
84.06,1,0
84.27,1,0
84.46,1,0
84.67,1,0
84.87,1,0
85.07,1,0
85.26,1,0
85.46,1,0
85.67,1,0
85.86,1,0
86.06,1,0
86.27,1,0
86.46,1,0
86.66,1,0
86.86,1,0
87.06,1,0
87.26,1,0
87.46,1,0
87.66,1,0
87.86,1,0
88.06,1,0
88.26,1,0
88.46,1,0
88.67,1,0
88.86,1,0
89.06,1,0
89.26,1,0
89.46,1,0
89.66,1,0
89.86,1,0
90.06,1,0
90.26,1,0
90.46,1,0
90.66,1,0
90.86,1,0
91.06,1,0
91.26,1,0
91.46,1,0
91.67,1,0
91.86,1,0
92.06,1,0
92.26,1,0
92.46,1,0
92.66,1,0
92.86,1,0
93.06,1,0
93.26,1,0
93.46,1,0
93.66,1,0
93.87,1,0
94.07,1,0
94.26,1,0
94.46,1,0
94.66,1,0
94.86,1,0
95.06,1,0
95.26,1,0
95.46,1,0
95.66,1,0
95.86,1,0
96.07,1,0
96.27,1,0
96.47,1,0
96.67,1,0
96.86,1,0
97.06,1,0
97.26,1,0
97.46,1,0
97.66,1,0
97.87,1,0
98.07,1,0
98.26,1,0
98.46,1,0
98.66,1,0
98.86,1,0
99.06,1,0
99.26,1,0
99.46,1,0
99.66,1,0
99.87,1,0
100.06,1,0
100.26,1,0
100.46,1,0
100.66,1,0
100.87,1,0
101.07,1,0
101.26,1,0
101.46,1,0
101.66,1,0
101.86,1,0
102.06,1,0
102.26,1,0
102.46,1,0
102.66,1,0
102.86,1,0
103.06,1,0
103.26,1,0
103.46,1,0
103.66,1,0
103.86,1,0
104.06,1,0
104.27,1,0
104.47,1,0
104.66,1,0
104.86,1,0
105.06,1,0
105.26,1,0
105.47,1,0
105.67,1,0
105.87,1,0
106.06,1,0
106.26,1,0
106.46,1,0
106.66,1,0
106.86,1,0
107.06,1,0
107.26,1,0
107.47,1,0
107.66,1,0
107.86,1,0
108.06,1,0
108.26,1,0
108.46,1,0
108.67,1,0
108.87,1,0
109.06,1,0
109.27,1,0
109.46,1,1
109.66,1,1
109.86,1,1
110.07,1,1
110.26,1,1
110.46,1,1
110.66,1,1
110.86,1,1
111.06,1,1
111.27,1,1
111.46,1,1
111.67,1,1
111.86,1,1
112.06,1,1
112.26,1,1
112.46,1,1
112.67,1,1
112.86,1,1
113.06,1,1
113.26,1,1
113.46,1,1
113.67,1,1
113.87,1,1
114.06,1,1
114.26,1,1
114.46,1,1
114.66,1,1
114.86,1,1
115.07,1,1
115.27,1,1
115.47,1,1
115.67,1,1
115.87,1,1
116.07,1,1
116.26,1,1
116.47,1,1
116.66,1,1
116.86,1,1
117.06,1,1
117.26,1,1
117.46,1,1
117.66,1,1
117.86,1,1
118.06,1,1
118.26,1,1
118.46,1,1
118.66,1,1
118.87,1,1
119.07,1,1
119.27,1,1
119.47,1,1
119.66,1,1
119.86,1,1
120.06,1,1
120.26,1,1
120.46,1,1
120.66,1,1
120.86,1,1
121.07,1,1
121.26,1,1
121.46,1,1
121.67,1,1
121.87,1,1
122.07,1,1
122.26,1,1
122.46,1,1
122.66,1,1
122.86,1,1
123.06,1,1
123.26,1,1
123.46,1,1
123.66,1,1
123.86,1,1
124.06,1,1
124.26,1,1
124.46,1,1
124.66,1,1
124.86,1,1
125.06,1,1
125.26,1,1
125.47,1,1
125.66,1,1
125.86,1,1
126.06,1,1
126.26,1,1
126.46,1,1
126.66,1,1
126.86,1,1
127.06,1,1
127.27,1,1
127.47,1,1
127.67,1,1
127.87,1,1
128.06,1,1
128.27,1,1
128.47,1,1
128.67,1,1
128.86,1,1
129.06,1,1
129.26,1,1
129.46,1,1
129.67,1,1
129.86,1,1
130.06,1,1
130.27,1,1
130.46,1,1
130.66,1,1
130.86,1,0
131.06,1,0
131.26,1,0
131.46,1,0
131.67,1,0
131.86,1,0
132.06,1,0
132.26,1,0
132.47,1,0
132.67,1,0
132.86,1,0
133.06,1,0
133.26,1,0
133.46,1,0
133.67,1,0
133.86,1,0
134.06,1,0
134.26,1,0
134.46,1,0
134.66,1,0
134.86,1,0
135.07,1,0
135.26,1,0
135.46,1,0
135.66,1,0
135.86,1,0
136.06,1,0
136.26,1,0
136.46,1,0
136.66,1,0
136.87,1,0
137.06,1,0
137.26,1,0
137.46,1,0
137.66,1,0
137.87,1,0
138.07,1,0
138.27,1,0
138.47,1,0
138.66,1,0
138.86,1,0
139.06,1,0
139.27,1,0
139.46,1,0
139.66,1,0
139.86,1,0
140.06,1,0
140.26,1,0
140.46,1,0
140.66,1,0
140.86,1,0
141.06,1,0
141.26,1,0
141.46,1,0
141.66,1,0
141.87,1,0
142.06,1,0
142.26,1,0
142.46,1,0
142.66,1,0
142.86,1,0
143.06,1,0
143.26,1,0
143.46,1,0
143.66,1,0
143.86,1,0
144.06,1,0
144.26,1,0
144.46,1,0
144.66,1,0
144.86,1,0
145.07,1,0
145.26,1,0
145.46,1,0
145.66,1,0
145.86,1,0
146.06,1,0
146.26,1,0
146.46,1,0
146.66,1,0
146.86,1,0
147.06,1,0
147.26,1,0
147.46,1,0
147.66,1,0
147.86,1,0
148.06,1,0
148.27,1,0
148.46,1,0
148.66,1,0
148.86,1,0
149.06,1,0
149.26,1,0
149.46,1,0
149.66,1,0
149.86,1,0
150.06,1,0
150.26,1,0
150.46,1,0
150.66,1,0
150.86,1,0
151.06,1,0
151.26,1,0
151.46,1,0
151.66,1,0
151.87,1,0
152.07,1,0
152.26,1,0
152.46,1,0
152.66,1,0
152.86,1,0
153.06,1,0
153.26,1,0
153.46,1,0
153.66,1,0
153.87,1,0
154.06,1,0
154.26,1,0
154.47,1,0
154.67,1,0
154.86,1,0
155.06,1,0
155.26,1,0
155.46,1,0
155.66,1,0
155.86,1,0
156.06,1,0
156.26,1,0
156.46,1,0
156.66,1,0
156.86,1,0
157.06,1,0
157.27,1,0
157.46,1,0
157.66,1,0
157.86,1,0
158.06,1,0
158.26,1,0
158.46,1,0
158.66,1,0
158.86,1,0
159.06,1,0
159.26,1,0
159.47,1,0
159.67,1,0
159.87,1,0
160.06,1,0
160.26,1,0
160.46,1,0
160.66,1,0
160.86,1,0
161.06,1,0
161.26,1,0
161.46,1,0
161.67,1,0
161.87,1,0
162.07,1,0
162.27,1,0
162.47,1,0
162.67,1,0
162.87,1,0
163.07,1,0
163.26,1,0
163.46,1,0
163.67,1,0
163.86,1,0
164.06,1,0
164.26,1,0
164.47,1,0
164.66,1,0
164.86,1,0
165.07,1,0
165.27,1,0
165.47,1,0
165.66,1,0
165.86,1,0
166.06,1,0
166.27,1,0
166.47,1,0
166.66,1,0
166.86,1,0
167.06,1,0
167.26,1,0
167.46,1,0
167.66,1,0
167.86,1,0
168.06,1,0
168.26,1,0
168.46,1,0
168.66,1,0
168.86,1,0
169.06,1,0
169.27,1,0
169.47,1,0
169.67,1,0
169.87,1,0
170.07,1,0
170.26,1,0
170.46,1,0
170.66,1,0
170.86,1,0
171.07,1,0
171.27,1,0
171.47,1,0
171.66,1,0
171.86,1,0
172.07,1,0
172.27,1,0
172.47,1,0
172.66,1,0
172.86,1,0
173.07,1,0
173.26,1,0
173.46,1,0
173.66,1,0
173.86,1,0
174.06,1,0
174.27,1,0
174.47,1,0
174.67,1,0
174.86,1,0
175.06,1,0
175.26,1,0
175.46,1,0
175.66,1,0
175.86,1,0
176.06,1,0
176.26,1,0
176.46,1,0
176.66,1,0
176.87,1,0
177.06,1,0
177.26,1,0
177.46,1,0
177.66,1,0
177.86,1,0
178.07,1,0
178.27,1,0
178.46,1,0
178.67,1,0
178.87,1,0
179.07,1,0
179.27,1,0
179.47,1,0
179.67,1,0
179.87,0,0
180.06,0,0
180.27,0,0
180.46,0,0
180.66,0,0
180.86,0,0
181.06,0,0
181.26,0,0
181.47,0,0
181.66,0,0
181.86,0,0
182.06,0,0
182.26,0,0
182.46,0,0
182.66,0,0
182.87,0,0
183.07,0,0
183.27,0,0
183.46,0,0
183.66,0,0
183.86,0,0
184.06,0,0
184.26,0,0
184.46,0,0
184.66,0,0
184.86,1,0
185.06,1,0
185.26,1,0
185.47,1,0
185.66,1,0
185.86,1,0
186.06,1,0
186.27,1,0
186.46,1,0
186.67,1,0
186.86,1,0
187.06,1,0
187.26,1,0
187.46,1,0
187.66,1,0
187.86,1,0
188.06,1,0
188.27,1,0
188.46,1,0
188.66,1,0
188.86,1,0
189.06,1,0
189.26,1,0
189.46,1,0
189.67,1,0
189.86,1,0
190.07,1,0
190.27,1,0
190.46,1,0
190.66,1,0
190.87,1,0
191.06,1,0
191.26,1,0
191.46,1,0
191.66,1,0
191.87,1,0
192.07,1,0
192.26,1,0
192.46,1,0
192.66,1,0
192.86,1,0
193.07,1,0
193.26,1,0
193.46,1,0
193.66,1,0
193.86,1,0
194.06,1,0
194.26,1,0
194.46,1,0
194.66,1,0
194.86,1,0
195.06,1,0
195.26,1,0
195.46,1,0
195.66,1,0
195.86,1,0
196.06,1,0
196.26,1,0
196.46,1,0
196.66,1,0
196.86,1,0
197.07,1,0
197.27,1,0
197.47,1,0
197.67,1,0
197.86,1,0
198.06,1,0
198.26,1,0
198.46,1,0
198.66,1,0
198.86,1,0
199.06,1,0
199.26,1,0
199.46,1,0
199.66,1,0
199.87,1,0
200.06,1,0
200.26,1,0
200.46,1,0
200.66,1,0
200.86,1,0
201.06,1,0
201.26,1,0
201.46,1,0
201.66,1,0
201.86,1,0
202.06,1,0
202.27,1,0
202.46,1,0
202.66,1,0
202.86,1,0
203.06,1,0
203.26,1,0
203.46,1,0
203.67,1,0
203.86,1,0
204.06,1,0
204.26,1,0
204.46,1,0
204.66,1,0
204.86,1,0
205.06,1,0
205.26,1,0
205.46,1,0
205.66,1,0
205.87,1,0
206.06,1,0
206.26,1,0
206.46,1,0
206.67,1,0
206.86,1,0
207.06,1,0
207.26,1,0
207.46,1,0
207.67,1,0
207.86,1,0
208.06,1,0
208.26,1,0
208.46,1,0
208.66,1,0
208.86,1,0
209.06,1,0
209.26,1,0
209.46,1,0
209.66,1,0
209.86,1,0
210.06,1,0
210.26,1,0
210.47,1,0
210.67,1,0
210.86,1,0
211.07,1,0
211.27,1,0
211.46,1,0
211.67,1,0
211.87,1,0
212.07,1,0
212.27,1,0
212.47,1,0
212.67,1,0
212.87,1,0
213.07,1,0
213.26,1,0
213.46,1,0
213.66,1,0
213.87,1,0
214.07,1,0
214.26,1,0
214.47,1,0
214.66,1,0
214.86,1,0
215.06,1,0
215.26,1,0
215.46,1,0
215.66,1,0
215.86,1,0
216.07,1,0
216.27,1,0
216.46,1,0
216.66,1,0
216.86,1,0
217.07,1,0
217.27,1,0
217.47,1,0
217.67,1,0
217.86,1,0
218.06,1,0
218.26,1,0
218.46,1,0
218.66,1,0
218.86,1,0
219.06,1,0
219.26,1,0
219.46,1,0
219.66,1,0
219.86,1,0
220.06,1,0
220.26,1,0
220.46,1,0
220.66,1,0
220.86,1,0
221.06,1,0
221.26,1,0
221.46,1,0
221.67,1,0
221.87,1,0
222.07,1,0
222.27,1,0
222.47,1,0
222.66,1,0
222.86,1,0
223.06,1,0
223.26,1,0
223.46,1,0
223.66,1,0
223.86,1,0
224.06,1,0
224.26,1,0
224.46,1,0
224.66,1,0
224.86,1,0
225.06,1,0
225.26,1,0
225.46,1,0
225.66,1,0
225.86,1,0
226.06,1,0
226.26,1,0
226.46,1,0
226.67,1,0
226.87,1,0
227.07,1,0
227.27,1,0
227.47,1,0
227.67,1,0
227.87,1,0
228.06,1,0
228.26,1,0
228.46,1,0
228.66,1,0
228.86,1,0
229.06,1,0
229.27,1,0
229.47,1,0
229.66,1,0
229.86,1,0
230.06,1,0
230.26,1,0
230.46,1,0
230.66,1,0
230.86,1,0
231.06,1,0
231.26,1,0
231.46,1,0
231.66,1,0
231.86,1,0
232.07,1,0
232.27,1,0
232.47,1,0
232.67,1,0
232.87,1,0
233.07,1,0
233.27,1,0
233.47,1,0
233.67,1,0
233.87,1,0
234.06,1,0
234.26,1,0
234.46,1,0
234.67,1,0
234.87,1,0
235.06,1,0
235.26,1,0
235.46,1,0
235.66,1,0
235.86,1,0
236.06,1,0
236.27,1,0
236.46,1,0
236.66,1,0
236.86,1,0
237.06,1,0
237.26,1,0
237.46,1,0
237.66,1,0
237.86,1,0
238.07,1,0
238.26,1,0
238.46,1,0
238.66,1,0
238.86,1,0
239.06,1,0
239.26,1,0
239.46,1,0
239.66,1,0
239.86,1,0
240.06,1,0
240.26,1,0
240.47,1,0
240.66,1,0
240.86,1,0
241.06,1,0
241.26,1,0
241.46,1,0
241.66,1,0
241.86,1,0
242.06,1,0
242.26,1,0
242.46,1,0
242.66,1,0
242.86,1,0
243.06,1,0
243.27,1,0
243.47,1,0
243.67,1,0
243.86,1,0
244.06,1,0
244.26,1,0
244.46,1,0
244.66,1,0
244.86,1,0
245.06,1,0
245.26,1,0
245.46,1,0
245.66,1,0
245.86,1,0
246.06,1,0
246.26,1,0
246.46,1,0
246.67,1,0
246.86,1,0
247.06,1,0
247.27,1,0
247.47,1,0
247.66,1,0
247.86,1,0
248.06,1,0
248.26,1,0
248.47,1,0
248.66,1,0
248.86,1,0
249.06,1,0
249.27,1,0
249.46,1,0
249.66,1,0
249.86,1,0
250.07,1,0
250.26,1,0
250.46,1,0
250.66,1,0
250.87,1,0
251.06,1,0
251.26,1,0
251.46,1,0
251.66,1,0
251.86,1,0
252.07,1,0
252.26,1,0
252.46,1,0
252.66,1,0
252.86,1,0
253.06,1,0
253.26,1,0
253.46,1,0
253.66,1,0
253.86,1,0
254.07,1,0
254.26,1,0
254.46,1,0
254.66,1,0
254.86,1,0
255.06,1,0
255.26,1,0
255.46,1,0
255.66,1,0
255.86,1,0
256.07,1,0
256.27,1,0
256.46,1,0
256.66,1,0
256.86,1,0
257.07,1,0
257.26,1,0
257.46,1,0
257.67,1,0
257.86,1,0
258.06,1,0
258.26,1,0
258.46,1,0
258.66,1,0
258.86,1,0
259.06,1,0
259.26,1,0
259.46,1,0
259.67,1,0
259.87,1,0
260.06,1,0
260.26,1,0
260.47,1,0
260.66,1,0
260.86,1,0
261.07,1,0
261.27,1,0
261.47,1,0
261.67,1,0
261.86,1,0
262.07,1,0
262.27,1,0
262.47,1,0
262.66,1,0
262.87,1,0
263.06,1,0
263.26,1,0
263.46,1,0
263.66,1,0
263.86,1,0
264.07,1,0
264.27,1,0
264.46,1,0
264.66,1,0
264.86,1,0
265.06,1,0
265.26,1,0
265.46,1,0
265.66,1,0
265.86,1,0
266.06,1,0
266.26,1,0
266.46,1,0
266.66,1,0
266.87,1,0
267.07,1,0
267.27,1,0
267.46,1,0
267.67,1,0
267.86,1,0
268.06,1,0
268.26,1,0
268.46,1,0
268.66,1,0
268.86,1,0
269.06,1,0
269.26,1,0
269.46,1,0
269.67,1,0
269.87,1,0
270.06,1,0
270.27,1,0
270.47,1,0
270.67,1,0
270.86,1,0
271.06,1,0
271.26,1,0
271.46,1,0
271.66,1,0
271.86,1,0
272.06,1,0
272.26,1,0
272.46,1,0
272.66,1,0
272.87,1,0
273.07,1,0
273.27,1,0
273.46,1,0
273.67,1,0
273.86,1,0
274.07,1,0
274.27,1,0
274.46,1,0
274.66,1,0
274.86,1,0
275.06,1,0
275.26,1,0
275.46,1,0
275.69,1,0
275.87,1,0
276.06,1,0
276.26,1,0
276.46,1,0
276.66,1,0
276.86,1,0
277.06,1,0
277.26,1,0
277.46,1,0
277.66,1,0
277.86,1,0
278.07,1,0
278.26,1,0
278.46,1,0
278.66,1,0
278.86,1,0
279.06,1,0
279.27,1,0
279.46,1,0
279.68,1,0
279.87,1,0
280.07,1,0
280.27,1,0
280.47,1,0
280.66,1,0
280.87,1,0
281.07,1,0
281.27,1,0
281.46,1,0
281.67,1,0
281.87,1,0
282.06,1,0
282.27,1,0
282.47,1,0
282.67,1,0
282.86,1,0
283.06,1,0
283.26,1,0
283.46,1,0
283.66,1,0
283.86,1,0
284.06,1,0
284.26,1,0
284.47,1,0
284.67,1,0
284.86,1,0
285.06,1,0
285.26,1,0
285.46,1,0
285.66,1,0
285.86,1,0
286.06,1,0
286.27,1,0
286.46,1,0
286.66,1,0
286.86,1,0
287.06,1,0
287.26,1,0
287.46,1,0
287.66,1,0
287.86,1,0
288.06,1,0
288.26,1,0
288.46,1,0
288.67,1,0
288.86,1,0
289.06,1,0
289.26,1,0
289.46,1,0
289.67,1,0
289.87,1,0
290.07,1,0
290.26,1,0
290.46,1,0
290.67,1,0
290.86,1,0
291.06,1,0
291.26,1,0
291.46,1,0
291.66,1,0
291.86,1,0
292.06,1,0
292.26,1,0
292.46,1,0
292.66,1,0
292.87,1,0
293.07,1,0
293.26,1,0
293.46,1,0
293.66,1,0
293.86,1,0
294.06,1,0
294.26,1,0
294.46,1,0
294.66,1,0
294.86,1,0
295.06,1,0
295.26,1,0
295.46,1,0
295.66,1,0
295.86,1,0
296.06,1,0
296.26,1,0
296.46,1,0
296.66,1,0
296.86,1,0
297.06,1,0
297.26,1,0
297.46,1,0
297.66,1,0
297.86,1,0
298.06,1,0
298.26,1,0
298.46,1,0
298.66,1,0
298.86,1,0
299.06,1,0
299.26,1,0
299.46,1,0
299.67,1,0
299.86,1,0
300.06,1,0
300.26,1,0
300.47,1,0
300.66,1,0
300.87,1,0
301.06,1,0
301.26,1,0
301.47,1,0
301.66,1,0
301.86,1,0
302.06,1,0
302.26,1,0
302.46,1,0
302.66,1,0
302.86,1,0
303.06,1,0
303.26,1,0
303.46,1,0
303.66,1,0
303.86,1,0
304.06,1,0
304.26,1,0
304.46,1,0
304.66,1,0
304.87,1,0
305.06,1,0
305.26,1,0
305.46,1,0
305.66,1,0
305.86,1,0
306.06,1,0
306.26,1,0
306.46,1,0
306.67,1,0
306.87,1,0
307.06,1,0
307.26,1,0
307.46,1,0
307.67,1,0
307.86,1,0
308.06,1,0
308.27,1,0
308.47,1,0
308.66,1,0
308.86,1,0
309.06,1,0
309.27,1,0
309.47,1,0
309.67,1,0
309.87,1,0
310.06,1,0
310.26,1,0
310.46,1,0
310.66,1,0
310.86,1,0
311.07,1,0
311.27,1,0
311.47,1,0
311.67,1,0
311.87,1,0
312.06,1,0
312.27,1,0
312.47,1,0
312.67,1,0
312.87,1,0
313.07,1,0
313.27,1,1
313.47,1,1
313.67,1,1
313.86,1,1
314.06,1,1
314.26,1,1
314.46,1,1
314.66,1,1
314.86,1,1
315.06,1,1
315.26,1,1
315.46,1,1
315.66,1,1
315.86,1,1
316.07,1,1
316.27,1,1
316.47,1,1
316.66,1,1
316.86,1,1
317.06,1,1
317.26,1,1
317.46,1,1
317.66,1,1
317.86,1,1
318.07,1,1
318.26,1,1
318.46,1,1
318.66,1,1
318.86,1,1
319.06,1,1
319.26,1,1
319.46,1,1
319.66,1,1
319.86,1,1
320.06,1,1
320.26,1,1
320.46,1,1
320.66,1,1
320.86,1,1
321.07,1,1
321.26,1,1
321.47,1,1
321.66,1,1
321.86,1,1
322.06,1,1
322.26,1,1
322.46,1,1
322.66,1,1
322.86,1,1
323.06,1,1
323.26,1,1
323.46,1,1
323.66,1,1
323.87,1,1
324.06,1,1
324.26,1,1
324.46,1,1
324.66,1,1
324.86,1,1
325.06,1,1
325.27,1,1
325.46,1,1
325.66,1,1
325.86,1,1
326.07,1,1
326.26,1,1
326.46,1,1
326.66,1,1
326.86,1,1
327.06,1,1
327.26,1,1
327.46,1,1
327.66,1,1
327.86,1,1
328.06,1,1
328.26,1,1
328.47,1,1
328.66,1,1
328.87,1,1
329.06,1,1
329.26,1,1
329.46,1,1
329.66,1,1
329.86,1,1
330.06,1,1 - IN
330.26,1,1
330.46,1,1
330.66,1,1
330.86,1,1
331.06,1,1
331.26,1,1
331.46,1,1
331.66,1,1
331.86,1,1
332.07,1,1
332.26,1,1
332.46,1,1
332.66,1,1
332.87,1,1
333.06,1,1
333.26,1,1
333.46,1,1
333.66,1,1
333.87,1,1
334.06,1,1
334.26,1,1
334.46,1,1
334.66,1,1
334.86,1,1
335.06,1,1
335.26,1,1
335.46,1,1
335.66,1,1
335.86,1,1
336.07,1,1
336.26,1,1
336.46,1,1
336.66,1,1
336.86,1,1
337.06,1,1
337.26,1,1
337.46,1,1
337.66,1,1
337.86,1,1
338.06,1,1
338.26,1,1
338.46,1,1
338.66,1,1
338.86,1,1
339.06,1,1
339.26,1,1
339.46,1,1
339.66,1,1
339.87,1,1
340.07,1,1
340.26,1,1
340.46,1,1
340.66,1,1
340.86,1,1
341.06,1,1
341.26,1,1
341.46,1,1
341.66,1,1
341.86,1,1
342.06,1,1
342.26,1,1
342.47,1,1
342.67,1,1
342.87,1,1
343.06,1,1
343.26,1,1
343.46,1,1
343.66,1,1
343.87,1,1
344.07,1,1
344.26,1,1
344.46,1,1
344.66,1,1
344.86,1,1
345.06,1,1
345.27,1,1
345.47,1,1
345.66,1,1
345.86,1,1
346.06,1,1
346.27,1,1
346.47,1,1
346.67,1,1
346.86,1,1
347.06,1,1
347.27,1,1
347.46,1,1
347.66,1,1
347.86,1,1
348.06,1,1
348.27,1,1
348.47,1,1
