Timestamp(s),PIR_State,mmWave_State
23.54,1,1
23.74,1,1
23.94,1,1
24.13,1,1
24.33,1,1
24.53,1,1
24.73,1,1
24.93,1,1
25.14,1,1
25.34,1,1
25.54,1,1
25.73,1,1
25.93,1,1
26.13,1,1
26.33,1,1
26.54,1,1
26.73,1,1
26.94,1,1
27.14,1,1
27.34,1,1
27.53,1,1
27.74,1,1
27.94,1,1
28.13,1,1
28.34,1,1
28.54,1,1
28.74,1,1
28.94,1,1
29.13,1,1
29.33,1,1
29.54,1,1
29.74,1,1
29.94,1,1
30.14,1,1
30.34,1,1
30.54,1,1
30.74,1,1
30.94,1,1
31.14,1,1
31.34,1,1
31.53,1,1
31.73,1,1
31.93,1,1
32.13,1,1
32.33,1,1
32.54,1,1
32.74,1,1
32.94,1,1
33.13,1,1
33.33,1,1
33.53,1,1
33.73,1,1
33.93,1,1
34.13,1,1
34.33,1,1
34.53,1,1
34.73,1,1
34.93,1,1
35.14,1,1
35.33,1,1
35.54,1,1
35.74,1,1
35.94,1,1
36.13,1,1
36.33,1,1
36.54,1,1
36.73,1,1
36.93,1,1
37.14,1,1
37.33,1,1
37.53,1,1
37.73,1,1
37.94,1,1
38.14,1,1
38.33,1,1
38.54,1,1
38.74,1,1
38.94,1,1
39.14,1,1
39.34,1,1
39.54,1,1
39.74,1,1
39.93,1,1
40.13,1,1
40.33,1,1
40.53,1,1
40.74,1,1
40.93,1,1
41.13,1,1
41.33,1,1
41.53,1,1
41.73,1,1
41.93,1,1
42.14,1,1
42.34,1,1
42.53,1,1
42.73,1,1
42.93,1,1
43.13,1,1
43.34,1,1
43.54,1,1
43.74,1,1
43.93,1,1
44.13,1,1
44.34,1,1
44.54,1,1
44.73,1,1
44.94,1,1
45.14,1,1
45.34,1,1
45.54,1,1
45.74,1,1
45.94,1,0
46.14,1,0
46.33,1,0
46.53,1,0
46.73,1,0
46.93,1,0
47.13,1,0
47.33,1,0
47.54,1,0
47.74,1,0
47.94,1,0
48.13,1,0
48.33,1,0
48.53,1,0
48.73,1,0
48.93,1,0
49.13,1,0
49.34,1,0
49.54,1,0
49.74,1,0
49.94,1,0
50.14,1,0
50.34,1,0
50.54,1,0
50.73,1,0
50.94,1,0
51.14,1,0
51.34,1,0
51.56,1,0
51.73,1,0
51.93,1,0
52.13,1,0
52.33,1,0
52.53,1,0
52.73,1,0
52.93,1,0
53.13,1,0
53.34,1,0
53.54,1,0
53.74,1,0
53.94,1,0
54.13,1,0
54.33,1,0
54.53,1,0
54.74,1,0
54.94,1,0
55.14,1,0
55.33,1,0
55.53,1,0
55.74,1,0
55.93,1,0
56.13,1,1
56.34,1,1
56.53,1,1
56.74,1,1
56.94,1,1
57.14,1,1
57.35,1,1
57.53,1,1
57.73,1,1
57.93,1,1
58.13,1,1
58.33,1,1
58.53,1,1
58.73,1,1
58.93,1,1
59.13,1,1
59.33,1,1
59.53,1,1
59.73,1,1
59.93,1,1
60.13,1,1
60.33,1,1
60.54,1,1
60.74,1,1
60.94,1,1
61.13,1,1
61.33,1,1
61.53,1,1
61.73,1,1
61.93,1,1
62.13,1,1
62.33,1,1
62.53,1,1
62.73,1,1
62.93,1,1
63.13,1,1
63.33,1,1
63.53,1,1
63.73,1,1
63.93,1,1
64.13,1,1
64.33,1,1
64.55,1,1
64.74,1,1
64.94,1,1
65.14,1,1
65.33,1,1
65.54,1,1
65.73,1,1
65.94,1,1
66.13,1,1
66.33,1,1
66.53,1,1
66.73,1,1
66.94,1,1
67.14,1,1
67.33,1,1
67.54,1,1
67.74,1,1
67.93,1,1
68.13,1,1
68.33,1,1
68.54,1,1
68.74,1,1
68.94,1,1
69.14,1,1
69.34,1,1
69.53,1,1
69.74,1,1
69.94,1,1
70.13,1,1
70.34,1,1
70.54,1,1
70.74,1,1
70.94,1,1
71.13,1,1
71.34,1,1
71.54,1,1
71.73,1,1
71.93,1,1
72.14,1,1
72.34,1,1
72.54,1,1
72.74,1,1
72.93,1,1
73.13,1,1
73.33,1,1
73.53,1,1
73.73,1,1
73.93,1,1
74.13,1,1
74.33,1,1
74.53,1,1
74.73,1,1
74.94,1,1
75.14,1,1
75.33,1,1
75.53,1,1
75.73,1,1
75.94,1,1
76.14,1,1
76.33,1,1
76.53,1,1
76.73,1,1
76.93,1,1
77.14,1,1
77.34,1,1
77.54,1,1
77.74,1,1
77.94,1,1
78.14,1,0
78.34,1,0
78.54,1,0
78.73,1,0
78.94,1,0
79.14,1,0
79.33,1,0
79.53,1,0
79.73,1,0
79.93,1,0
80.14,1,0
80.34,1,0
80.53,1,0
80.74,1,0
80.93,1,0
81.14,1,0
81.34,1,0
81.54,1,0
81.74,1,0
81.94,1,0
82.13,1,0
82.33,1,1
82.54,1,1
82.74,1,1
82.94,1,1
83.13,1,1
83.33,1,1
83.53,1,1
83.74,1,1
83.94,1,1
84.14,1,1
84.34,1,1
84.53,1,1
84.73,1,1
84.93,1,1
85.13,1,1
85.33,1,1
85.53,1,1
85.74,1,1
85.94,1,1
86.14,1,1
86.33,1,1
86.54,1,1
86.74,1,1
86.94,1,1
87.14,1,1
87.34,1,1
87.54,1,1
87.74,1,1
87.94,1,1
88.14,1,1
88.34,1,1
88.54,1,1
88.73,1,1
88.94,1,1
89.14,1,1
89.34,1,1
89.54,1,1
89.74,1,1
89.93,1,1
90.14,1,1
90.34,1,1
90.54,1,1
90.74,1,1
90.93,1,1
91.14,1,1
91.33,1,1
91.53,1,1
91.73,1,1
91.93,1,1
92.13,1,1
92.33,1,1
92.53,1,1
92.73,1,1
92.93,1,1
93.13,1,1
93.33,1,1
93.53,1,1
93.73,1,1
93.93,1,1
94.13,1,1
94.34,1,1
94.53,1,1
94.73,1,1
94.93,1,1
95.14,1,1
95.34,1,1
95.54,1,1
95.74,1,1
95.94,1,1
96.14,1,1
96.33,1,1
96.53,1,1
96.74,1,1
96.94,1,1
97.14,1,1
97.34,1,1
97.54,1,1
97.73,1,1
97.93,1,1
98.13,1,1
98.33,1,1
98.54,1,1
98.74,1,1
98.94,1,1
99.14,1,1
99.33,1,1
99.53,1,1
99.74,1,1
99.93,1,1
100.13,1,1
100.34,1,1
100.54,1,1
100.74,1,1
100.93,1,1
101.13,1,1
101.33,1,1
101.53,1,1
101.73,1,1
101.94,1,1
102.14,1,1
102.34,1,1
102.54,1,1
102.74,1,1
102.93,1,1
103.14,1,1
103.34,1,1
103.54,1,1
103.74,1,1
103.94,1,1
104.13,1,1
104.34,1,1
104.53,1,1
104.73,1,1
104.93,1,1
105.13,1,1
105.34,1,1
105.53,1,1
105.73,1,1
105.94,1,1
106.14,1,1
106.33,1,1
106.53,1,1
106.74,1,1
106.94,1,1
107.13,1,1
107.33,1,1
107.53,1,1
107.74,1,1
107.94,1,1
108.14,1,1
108.34,1,1
108.54,1,1
108.73,1,1
108.93,1,1
109.14,1,1
109.33,1,1
109.53,1,1
109.73,1,1
109.94,1,1
110.14,1,1
110.34,1,1
110.54,1,1
110.74,1,1
110.94,1,1
111.14,1,1
111.33,1,1
111.53,1,1
111.74,1,1
111.94,1,1
112.14,1,1
112.34,1,1
112.54,1,1
112.73,1,1
112.93,1,1
113.13,1,1
113.34,1,1
113.54,1,1
113.73,1,1
113.93,1,1
114.13,1,1
114.33,1,1
114.53,1,1
114.73,1,1
114.93,1,1
115.13,1,1
115.34,1,1
115.53,1,1
115.73,1,1
115.93,1,1
116.13,1,1
116.34,1,1
116.53,1,1
116.73,1,1
116.93,1,1
117.13,1,1
117.33,1,1
117.53,1,1
117.73,1,1
117.93,1,1
118.13,1,1
118.33,1,1
118.53,1,1
118.74,1,1
118.94,1,1
119.13,1,1
119.34,1,1
119.53,1,1
119.73,1,1
119.93,1,1
120.13,1,1
120.33,1,1
120.53,1,1
120.73,1,1
120.94,1,1
121.14,1,1
121.34,1,1
121.54,1,1
121.73,1,1
121.94,1,1
122.14,1,1
122.33,1,1
122.53,1,1
122.73,1,1
122.94,1,1
123.13,1,1
123.33,1,1
123.53,1,1
123.73,1,1
123.93,1,1
124.14,1,1
124.34,1,1
124.54,1,1
124.74,1,1
124.94,1,1
125.13,1,1
125.33,1,1
125.54,1,1
125.73,1,1
125.93,1,1
126.13,1,1
126.33,1,1
126.54,1,1
126.74,1,1
126.94,1,1
127.14,1,1
127.34,1,1
127.54,1,1
127.74,1,1
127.94,1,1
128.14,1,1
128.33,1,1
128.53,1,1
128.73,1,1
128.93,1,1
129.13,1,1
129.33,1,1
129.54,1,1
129.74,1,1
129.94,1,1
130.14,1,1
130.33,1,1
130.53,1,1
130.73,1,1
130.93,1,1
131.13,1,1
131.34,1,1
131.54,1,1
131.74,1,1
131.94,1,1
132.14,1,1
132.34,1,1
132.54,1,1
132.73,1,1
132.94,1,1
133.14,1,1
133.34,1,1
133.54,1,1
133.75,1,1
133.94,1,1
134.13,1,1
134.33,1,1
134.53,1,1
134.74,1,1
134.93,1,1
135.13,1,1
135.33,1,1
135.53,1,1
135.73,1,1
135.94,1,1
136.13,1,1
136.33,1,0
136.53,1,0
136.74,1,0
136.94,1,0
137.14,1,0
137.34,1,0
137.54,1,0
137.74,1,0
137.94,1,0
138.14,1,0
138.34,1,0
138.54,1,0
138.73,1,0
138.94,1,0
139.13,1,0
139.33,1,0
139.53,1,0
139.73,1,0
139.94,1,0
140.14,1,0
140.34,1,0
140.54,1,0
140.74,1,0
140.94,1,0
141.14,1,0
141.33,1,0
141.54,1,0
141.74,1,0
141.94,1,0
142.14,1,0
142.34,1,0
142.54,1,0
142.74,1,0
142.94,1,0
143.14,1,0
143.33,1,0
143.54,1,0
143.74,1,0
143.94,1,0
144.13,1,0
144.33,1,0
144.53,1,0
144.73,1,0
144.94,1,0
145.14,1,0
145.34,1,0
145.54,1,0
145.74,1,0
145.93,1,0
146.14,1,0
146.34,1,0
146.54,1,0
146.74,1,0
146.93,1,0
147.13,1,0
147.34,1,0
147.54,1,0
147.74,1,0
147.94,1,0
148.14,1,0
148.33,1,0
148.54,1,0
148.74,1,0
148.93,1,0
149.13,1,0
149.33,1,0
149.53,1,0
149.73,1,0
149.93,1,0
150.13,1,0
150.33,1,0
150.53,1,0
150.74,1,0
150.93,1,0
151.13,1,0
151.33,1,0
151.53,1,0
151.73,1,0
151.93,1,0
152.14,1,0
152.34,1,0
152.54,1,0
152.74,1,0
152.93,1,0
153.13,1,0
153.33,1,0
153.54,1,0
153.73,1,0
153.94,1,0
154.14,1,0
154.34,1,0
154.54,1,0
154.74,1,0
154.94,1,0
155.14,1,0
155.34,1,0
155.54,1,0
155.74,1,0
155.94,1,0
156.14,1,0
156.33,1,0
156.53,1,0
156.73,1,0
156.93,1,0
157.13,1,0
157.33,1,0
157.54,1,0
157.74,1,0
157.94,1,0
158.14,1,0
158.33,1,0
158.54,1,0
158.74,1,0
158.95,1,0
159.13,1,0
159.33,1,0
159.53,1,0
159.74,1,0
159.93,1,0
160.14,1,0
160.33,1,0
160.53,1,0
160.74,1,0
160.94,1,0
161.14,1,0
161.34,1,0
161.54,1,0
161.74,1,0
161.94,1,0
162.13,1,0
162.33,1,0
162.53,1,0
162.73,1,0
162.94,1,0
163.14,1,0
163.33,1,0
163.54,1,0
163.73,1,0
163.93,1,0
164.14,1,0
164.33,1,1
164.54,1,1
164.73,1,1
164.93,1,1
165.13,1,1
165.33,1,1
165.53,1,1
165.73,1,1
165.93,1,1
166.13,1,1
166.34,1,1
166.54,1,1
166.74,1,1
166.93,1,1
167.13,1,1
167.33,1,1
167.53,1,1
167.73,1,1
167.93,1,1
168.14,1,1
168.34,1,1
168.54,1,1
168.74,1,1
168.94,1,1
169.14,1,1
169.33,1,1
169.53,1,1
169.73,1,1
169.93,1,1
170.14,1,1
170.33,1,1
170.54,1,1
170.74,1,1
170.93,1,1
171.13,1,1
171.33,1,1
171.53,1,1
171.74,1,1
171.94,1,1
172.13,1,1
172.33,1,1
172.53,1,1
172.73,1,1
172.93,1,1
173.13,1,1
173.34,1,1
173.53,1,1
173.73,1,1
173.93,1,1
174.13,1,1
174.33,1,1
174.53,1,1
174.73,1,1
174.93,1,1
175.14,1,1
175.34,1,1
175.54,1,1
175.74,1,1
175.94,1,1
176.14,1,1
176.33,1,1
176.53,1,1
176.73,1,1
176.93,1,1
177.13,1,1
177.33,1,1
177.53,0,1
177.73,0,1
177.93,0,1
178.13,0,1
178.33,0,1
178.53,0,1
178.74,0,1
178.94,0,1
179.14,0,1
179.34,0,1
179.53,0,1
179.73,0,0
179.93,0,0
180.13,0,0
180.33,0,0
180.53,0,0
180.74,0,0
180.94,0,0
181.14,0,0
181.34,0,0
181.54,0,0
181.73,0,0
181.94,0,0
182.14,0,0
182.34,0,0
182.53,1,0
182.73,1,0
182.93,1,0
183.13,1,0
183.33,1,0
183.53,1,0
183.74,1,0
183.93,1,0
184.13,1,0
184.34,1,0
184.53,1,0
184.73,1,0
184.93,1,0
185.14,1,0
185.34,1,0
185.54,1,0
185.74,1,0
185.94,1,0
186.14,1,0
186.34,1,0
186.54,1,0
186.74,1,0
186.94,1,0
187.14,1,0
187.33,1,0
187.53,1,0
187.74,1,0
187.94,1,0
188.14,1,0
188.34,1,0
188.53,1,0
188.73,1,0
188.94,1,0
189.14,1,0
189.34,1,0
189.54,1,0
189.74,1,0
189.94,1,0
190.14,1,0
190.34,1,0
190.53,1,0
190.73,1,0
190.93,1,0
191.13,1,0
191.33,1,0
191.54,1,0
191.74,1,0
191.93,1,0
192.13,1,0
192.34,1,0
192.54,1,0
192.73,1,0
192.94,1,0
193.14,1,0
193.33,1,0
193.53,1,0
193.73,1,0
193.93,1,0
194.13,1,0
194.34,1,0
194.53,1,0
194.73,1,0
194.93,1,0
195.13,1,0
195.34,1,0
195.54,1,0
195.73,1,0
195.93,1,0
196.13,1,0
196.34,1,0
196.53,1,0
196.73,1,0
196.93,1,0
197.13,1,0
197.33,1,0
197.53,1,0
197.73,1,0
197.93,1,0
198.13,1,0
198.33,1,0
198.53,1,0
198.73,1,0
198.93,1,0
199.13,1,0
199.33,1,0
199.53,1,0
199.74,1,0
199.94,1,0
200.14,1,0
200.34,1,0
200.54,1,0
200.74,1,0
200.94,1,0
201.14,1,0
201.34,1,0
201.53,1,0
201.73,1,0
201.93,1,0
202.14,1,0
202.33,1,0
202.54,1,0
202.74,1,0
202.94,1,0
203.14,1,0
203.33,1,0
203.53,1,0
203.73,1,0
203.93,1,0
204.13,1,0
204.34,1,0
204.54,1,0
204.74,1,0
204.93,1,0
205.14,1,0
205.34,1,0
205.54,1,0
205.74,1,0
205.94,1,0
206.13,1,0
206.34,1,0
206.54,1,0
206.73,1,0
206.93,1,0
207.13,1,0
207.33,1,0
207.53,1,0
207.73,1,0
207.93,1,0
208.13,1,0
208.34,1,0
208.53,1,0
208.73,1,0
208.94,1,0
209.13,1,0
209.34,1,0
209.53,1,0
209.73,1,0
209.93,1,0
210.13,1,0
210.34,1,0
210.53,1,0
210.74,1,0
210.94,1,0
211.15,1,0
211.34,1,0
211.54,1,0
211.73,1,0
211.94,1,0
212.14,1,0
212.33,1,0
212.54,1,0
212.74,1,0
212.94,1,0
213.14,1,0
213.34,1,0
213.53,1,0
213.73,1,0
213.93,1,0
214.13,1,0
214.33,1,0
214.53,1,0
214.73,1,0
214.93,1,0
215.13,1,0
215.34,1,0
215.54,1,0
215.73,1,0
215.93,1,0
216.13,1,0
216.34,1,0
216.54,1,0
216.74,1,0
216.93,1,0
217.13,1,0
217.33,1,0
217.53,1,0
217.74,1,0
217.93,1,0
218.13,1,0
218.33,1,0
218.53,1,0
218.73,1,0
218.93,1,0
219.14,1,0
219.33,1,0
219.53,1,0
219.73,1,0
219.93,1,0
220.15,1,0
220.34,1,0
220.55,1,0
220.74,1,0
220.94,1,0
221.15,1,0
221.34,1,0
221.54,1,0
221.73,1,0
221.93,1,0
222.14,1,0
222.33,1,0
222.53,1,0
222.73,1,0
222.94,1,0
223.14,1,0
223.34,1,0
223.53,1,0
223.74,1,0
223.93,1,0
224.13,1,0
224.33,1,0
224.54,1,0
224.73,1,0
224.94,1,0
225.14,1,0
225.34,1,0
225.54,1,0
225.74,1,0
225.94,1,0
226.14,1,0
226.33,1,0
226.54,1,0
226.73,1,0
226.93,1,0
227.14,1,0
227.34,1,0
227.53,1,0
227.73,1,0
227.94,1,0
228.13,1,0
228.33,1,0
228.54,1,0
228.73,1,0
228.94,1,0
229.13,1,0
229.33,1,0
229.53,1,0
229.74,1,0
229.94,1,0
230.15,1,0
230.34,1,0
230.53,1,0
230.73,1,0
230.93,1,0
231.13,1,0
231.33,1,0
231.54,1,0
231.74,1,0
231.93,1,0
232.13,1,0
232.36,1,0
232.53,1,0
232.73,1,0
232.93,1,0
233.13,1,0
233.34,1,0
233.54,1,0
233.74,1,0
233.93,1,0
234.13,1,0
234.34,1,0
234.53,1,0
234.73,1,0
234.94,1,0
235.14,1,0
235.34,1,0
235.53,1,0
235.74,1,0
235.93,1,0
236.13,1,0
236.33,1,0
236.53,1,0
236.73,1,0
236.93,1,0
237.13,1,0
237.34,1,0
237.54,1,0
237.74,1,0
237.94,1,0
238.14,1,0
238.34,1,0
238.54,1,0
238.74,1,0
238.94,1,0
239.14,1,0
239.34,1,0
239.54,1,0
239.73,1,0
239.93,1,0
240.13,1,0
240.33,1,0
240.53,1,0
240.73,1,0
240.94,1,0
241.13,1,0
241.33,1,0
241.53,1,0
241.73,1,0
241.93,1,0
242.13,1,0
242.33,1,0
242.54,1,0
242.74,1,0
242.93,1,0
243.14,1,0
243.34,1,0
243.54,1,0
243.74,1,0
243.94,1,0
244.13,1,0
244.34,1,0
244.54,1,0
244.74,1,0
244.94,1,0
245.14,1,0
245.34,1,0
245.53,1,0
245.73,1,0
245.93,1,0
246.14,1,0
246.33,1,0
246.53,1,0
246.73,1,0
246.93,1,0
247.14,1,0
247.34,1,0
247.54,1,0
247.74,1,0
247.93,1,0
248.13,1,0
248.34,1,0
248.54,1,0
248.74,1,0
248.94,1,0
249.14,1,0
249.34,1,0
249.54,1,0
249.74,1,0
249.94,1,0
250.14,1,0
250.34,1,0
250.54,1,0
250.74,1,0
250.94,1,0
251.13,1,0
251.33,1,0
251.53,1,0
251.73,1,0
251.93,1,0
252.13,1,0
252.33,1,0
252.53,1,0
252.73,1,0
252.94,1,0
253.14,1,0
253.34,1,0
253.54,1,0
253.74,1,0
253.94,1,0
254.13,1,0
254.34,1,0
254.54,1,0
254.74,1,0
254.94,1,0
255.14,1,0
255.34,1,0
255.54,1,0
255.73,1,0
255.93,1,0
256.14,1,0
256.33,1,0
256.53,1,0
256.73,1,0
256.93,1,0
257.13,1,0
257.33,1,0
257.53,1,0
257.73,1,0
257.93,1,0
258.13,1,0
258.34,1,0
258.54,1,0
258.73,1,0
258.93,1,0
259.13,1,0
259.33,1,0
259.53,1,0
259.74,1,0
259.94,1,0
260.14,1,0
260.34,1,0
260.53,1,0
260.73,1,0
260.93,1,0
261.14,1,0
261.34,1,0
261.53,1,0
261.74,1,0
261.94,1,0
262.14,1,0
262.34,1,0
262.54,1,0
262.74,1,0
262.94,1,0
263.13,1,0
263.33,1,0
263.53,1,0
263.74,1,0
263.94,1,0
264.13,1,0
264.33,1,0
264.54,1,0
264.74,1,0
264.94,1,0
265.14,1,0
265.34,1,0
265.54,1,0
265.73,1,0
265.93,1,0
266.14,1,0
266.34,1,0
266.53,1,0
266.73,1,0
266.93,1,0
267.14,1,0
267.33,1,0
267.54,1,0
267.74,1,0
267.93,1,0
268.13,1,0
268.34,1,0
268.54,1,0
268.73,1,0
268.93,1,0
269.13,1,0
269.33,1,0
269.54,1,0
269.74,1,0
269.94,1,0
270.13,1,0
270.33,1,0
270.54,1,0
270.74,1,0
270.94,1,0
271.13,1,0
271.33,1,0
271.53,1,0
271.73,1,0
271.93,1,0
272.13,1,0
272.33,1,0
272.53,1,0
272.74,1,0
272.94,1,0
273.14,1,0
273.34,1,0
273.54,1,0
273.74,1,0
273.94,1,0
274.14,1,0
274.33,1,0
274.53,1,0
274.73,1,0
274.93,1,0
275.13,1,0
275.34,1,0
275.54,1,0
275.74,1,0
275.94,1,0
276.13,1,0
276.33,1,0
276.53,1,0
276.74,1,0
276.94,1,0
277.14,1,0
277.33,1,0
277.53,1,0
277.74,1,0
277.94,1,0
278.13,1,0
278.33,1,0
278.54,1,0
278.74,1,0
278.93,1,0
279.13,1,0
279.34,1,0
279.54,1,0
279.74,1,0
279.94,1,0
280.14,1,0
280.33,1,0
280.53,1,0
280.74,1,0
280.94,1,0
281.14,1,0
281.34,1,0
281.54,1,0
281.73,1,0
281.93,1,0
282.14,1,0
282.34,1,0
282.54,1,0
282.74,1,0
282.94,1,0
283.13,1,0
283.33,1,0
283.54,1,0
283.73,1,0
283.93,1,0
284.14,1,0
284.34,1,0
284.54,1,0
284.73,1,0
284.93,1,0
285.14,1,0
285.34,1,0
285.53,1,0
285.73,1,0
285.94,1,0
286.14,1,0
286.33,1,0
286.53,1,0
286.74,1,0
286.94,1,0
287.13,1,0
287.33,1,0
287.54,1,0
287.74,1,0
287.93,1,0
288.13,1,0
288.33,1,0
288.54,1,0
288.74,1,0
288.94,1,0
289.13,1,0
289.34,1,0
289.54,1,0
289.73,1,0
289.93,1,0
290.13,1,0
290.33,1,0
290.54,1,0
290.74,1,0
290.93,1,0
291.13,1,0
291.34,1,0
291.54,1,0
291.74,1,0
291.94,1,0
292.13,1,0
292.33,1,0
292.54,1,0
292.74,1,0
292.94,1,0
293.14,1,0
293.34,1,0
293.54,1,0
293.74,1,0
293.94,1,0
294.14,1,0
294.33,1,0
294.54,1,0
294.74,1,0
294.94,1,0
295.13,1,0
295.33,1,0
295.54,1,0
295.74,1,0
295.94,1,0
296.13,1,0
296.33,1,0
296.54,1,0
296.74,1,0
296.94,1,0
297.13,1,0
297.33,1,0
297.54,1,0
297.73,1,0
297.93,1,0
298.13,1,0
298.34,1,0
298.54,1,0
298.74,1,0
298.93,1,0
299.13,1,0
299.33,1,0
299.53,1,0
299.73,1,0
299.94,1,0
300.14,1,0
300.34,1,0
300.54,1,0
300.74,1,0
300.94,1,0
301.14,1,0
301.34,1,0
301.54,1,0
301.73,1,0
301.93,1,0
302.13,1,0
302.33,1,0
302.53,1,0
302.74,1,1
302.94,1,1
303.14,1,1
303.34,1,1
303.54,1,1
303.74,1,1
303.94,1,1
304.14,1,1
304.33,1,1
304.53,1,1
304.73,1,1
304.94,1,1
305.14,1,1
305.34,1,1
305.54,1,1
305.74,1,1
305.94,1,1
306.13,1,1
306.33,1,1
306.53,1,1
306.73,1,1
306.93,1,1 - IN
307.13,1,1
307.33,1,1
307.53,1,1
307.73,1,1
307.93,1,1
308.13,1,1
308.33,1,1
308.54,1,1
308.74,1,1
308.94,1,1
309.14,1,1
309.34,1,1
309.54,1,1
309.73,1,1
309.93,1,1
310.13,1,1
310.33,1,1
310.53,1,1
310.73,1,1
310.93,1,1
311.13,1,1
311.33,1,1
311.54,1,1
311.74,1,1
311.94,1,1
312.13,1,1
312.33,1,1
312.54,1,1
312.74,1,1
312.94,1,1
313.14,1,1
313.33,1,1
313.53,1,1
313.73,1,1
313.93,1,1
314.14,1,1
314.34,1,1
314.54,1,1
314.74,1,1
314.93,1,1
315.13,1,1
315.34,1,1
315.54,1,1
315.73,1,1
315.93,1,1
316.13,1,1
316.33,1,1
316.53,1,1
316.73,1,1
316.93,1,1
317.13,1,1
317.34,1,1
317.54,1,1
317.74,1,1
317.94,1,1
318.14,1,1
318.34,1,1
318.53,1,1
318.73,1,1
318.94,1,1
319.14,1,1
319.34,1,1
319.54,1,1
319.74,1,1
319.94,1,1
320.13,1,1
320.33,1,1
320.54,1,1
320.73,1,1
320.94,1,1
321.14,1,1
321.34,1,1
321.54,1,1
321.73,1,1
321.94,1,1
322.13,1,1
322.33,1,1
322.53,1,1
322.73,1,1
322.94,1,1
323.14,1,1
323.33,1,1
323.53,1,1
323.74,1,1
323.94,1,1
324.14,1,1
324.34,1,1
324.54,1,1
324.74,1,1
324.93,1,1
325.13,1,1
325.33,1,1
325.53,1,1
325.74,1,1
325.93,1,1
326.13,1,1
326.33,1,1
326.53,1,1
326.73,1,1
326.93,1,1
327.13,1,1
327.33,1,1
327.53,1,1
327.73,1,1
327.93,1,1
328.13,1,1
328.34,1,1
328.54,1,1
328.74,1,1
328.93,1,1
329.13,1,1
329.33,1,1
329.53,1,1
329.73,1,1
329.93,1,1
330.13,1,1
330.34,1,1
330.54,1,1
330.74,1,1
330.94,1,1
331.14,1,1
331.34,1,1
331.54,1,1
331.74,1,1
331.94,1,1
332.14,1,1
332.34,1,1
332.54,1,1
332.74,1,1
332.94,1,1
333.14,1,1
333.34,1,1
333.54,1,1
333.73,1,1
333.94,1,1
334.14,1,1
334.33,1,1
334.53,1,1
334.73,1,1
334.93,1,1
335.13,1,1
335.34,1,1
335.54,1,1
335.74,1,1
335.94,1,1
336.14,1,1
336.34,1,1
336.54,1,1
336.73,1,1
336.93,1,1
337.14,1,1
337.33,1,1
337.53,1,1
337.73,1,1
337.94,1,1
338.13,1,1
338.34,1,1
338.54,1,1
338.74,1,1
338.94,1,1
339.14,1,1
339.34,1,1
339.54,1,1
339.74,1,1
339.94,1,1
340.13,1,1
340.34,1,1
340.53,1,1
340.73,1,1
340.94,1,1
341.13,1,1
341.33,1,1
341.53,1,1
341.73,1,1
341.93,1,1
342.13,1,1
342.34,1,1
342.54,1,1
342.74,1,1
342.93,1,1
343.13,1,1
343.33,1,1
343.55,1,1
343.73,1,1
343.95,1,1
344.14,1,1
344.34,1,1
344.54,1,1
344.74,1,1
344.94,1,1
345.14,1,1
345.34,1,1
345.54,1,1
345.74,1,1
345.94,1,1
346.14,1,1
346.33,1,1
346.53,1,1
