Timestamp(s),Radar_State,Mic_Trigger,Fused_System_State
276.21,1,0,1
276.42,1,0,1
276.62,1,0,1
276.81,1,0,1
277.01,1,0,1
277.21,1,0,1
277.41,1,0,1
277.62,1,0,1
277.82,1,1,1
278.02,1,0,1
278.21,1,1,1
278.41,1,0,1
278.61,1,0,1
278.81,1,0,1
279.01,1,0,1
279.21,1,0,1
279.41,1,0,1
279.61,1,0,1
279.81,1,0,1
280.01,1,0,1
280.21,1,0,1
280.41,1,0,1
280.61,1,0,1
280.81,1,0,1
281.01,1,0,1
281.21,1,0,1
281.41,1,0,1
281.61,1,1,1
281.81,1,0,1
282.02,1,0,1
282.22,1,1,1
282.42,1,0,1
282.62,1,0,1
282.82,1,0,1
283.02,1,0,1
283.22,1,0,1
283.41,1,0,1
283.62,1,0,1
283.81,1,0,1
284.01,1,0,1
284.21,1,0,1
284.41,1,0,1
284.61,1,0,1
284.82,1,0,1
285.02,1,0,1
285.21,1,0,1
285.41,1,0,1
285.61,1,0,1
285.81,1,0,1
286.01,1,0,1
286.21,1,0,1
286.41,1,0,1
286.61,1,0,1
286.81,1,0,1
287.01,1,1,1
287.21,1,0,1
287.41,1,0,1
287.61,1,0,1
287.81,1,0,1
288.01,1,1,1
288.21,1,1,1
288.42,1,1,1
288.61,1,1,1
288.81,1,1,1
289.01,1,1,1
289.21,1,1,1
289.41,1,0,1
289.61,1,0,1
289.81,1,0,1
290.01,1,0,1
290.21,1,0,1
290.41,1,0,1
290.61,1,0,1
290.81,1,0,1
291.01,1,0,1
291.21,1,0,1
291.41,1,0,1
291.62,1,0,1
291.81,1,0,1
292.01,1,0,1
292.21,1,0,1
292.41,1,0,1
292.61,1,1,1
292.81,1,1,1
293.01,1,1,1
293.21,1,1,1
293.41,1,1,1
293.61,1,1,1
293.81,1,0,1
294.01,1,0,1
294.21,1,0,1
294.41,1,0,1
294.61,1,0,1
294.81,1,0,1
295.01,1,0,1
295.21,1,0,1
295.41,1,0,1
295.61,1,0,1
295.81,1,0,1
296.01,1,0,1
296.21,1,0,1
296.41,1,0,1
296.61,1,0,1
296.81,1,0,1
297.02,1,0,1
297.22,1,0,1
297.42,1,0,1
297.62,1,0,1
297.82,1,0,1
298.02,1,0,1
298.22,1,0,1
298.42,1,0,1
298.62,1,0,1
298.82,1,0,1
299.02,1,0,1
299.22,1,0,1
299.42,1,0,1
299.62,1,0,1
299.82,1,0,1
300.02,1,0,1
300.22,1,0,1
300.41,1,0,1
300.61,1,0,1
300.81,1,0,1
301.02,1,0,1
301.21,1,0,1
301.42,1,0,1
301.61,1,0,1
301.81,1,0,1
302.01,1,0,1
302.21,1,0,1
302.42,1,0,1
302.62,1,0,1
302.82,1,0,1
303.02,1,0,1
303.21,1,0,1
303.41,1,1,1
303.61,1,0,1
303.81,1,0,1
304.02,1,0,1
304.21,1,0,1
304.41,1,0,1
304.62,1,0,1
304.82,1,0,1
305.02,1,0,1
305.22,1,0,1
305.42,1,0,1
305.62,1,0,1
305.82,1,0,1
306.01,1,0,1
306.21,1,0,1
306.41,1,0,1
306.61,1,0,1
306.81,1,0,1
307.01,1,0,1
307.21,1,0,1
307.41,1,0,1
307.61,1,1,1
307.81,1,0,1
308.02,1,0,1
308.21,1,1,1
308.42,1,0,1
308.61,1,0,1
308.81,1,0,1
309.01,1,0,1
309.21,1,0,1
309.41,1,0,1
309.61,1,0,1
309.81,1,0,1
310.01,1,0,1
310.21,1,0,1
310.41,1,0,1
310.61,1,0,1
310.81,1,0,1
311.01,1,0,1
311.22,1,0,1
311.41,1,0,1
311.61,1,0,1
311.81,1,0,1
312.01,1,0,1
312.21,1,0,1
312.41,1,0,1
312.61,1,0,1
312.81,1,0,1
313.01,1,0,1
313.21,1,0,1
313.42,1,0,1
313.61,1,0,1
313.82,1,0,1
314.02,1,0,1
314.21,1,0,1
314.41,1,0,1
314.61,1,0,1
314.81,1,0,1
315.01,1,0,1
315.21,1,0,1
315.42,1,0,1
315.61,1,0,1
315.81,1,0,1
316.01,1,0,1
316.21,1,0,1
316.41,1,1,1
316.62,1,0,1
316.81,1,0,1
317.01,1,0,1
317.21,1,0,1
317.41,1,0,1
317.61,1,0,1
317.81,1,0,1
318.01,1,0,1
318.22,1,0,1
318.41,1,0,1
318.61,1,0,1
318.81,1,0,1
319.01,1,0,1
319.21,1,0,1
319.41,1,0,1
319.61,1,0,1
319.81,1,1,1
320.01,1,0,1
320.21,1,0,1
320.41,1,0,1
320.61,1,0,1
320.81,1,0,1
321.02,1,0,1
321.22,1,0,1
321.42,1,0,1
321.61,1,0,1
321.81,1,0,1
322.01,1,0,1
322.21,1,0,1
322.41,1,0,1
322.61,1,0,1
322.81,1,1,1
323.01,1,0,1
323.21,1,0,1
323.41,1,0,1
323.61,1,1,1
323.81,1,0,1
324.01,1,0,1
324.21,1,0,1
324.41,1,0,1
324.61,1,1,1
324.81,1,0,1
325.01,1,0,1
325.21,1,1,1
325.41,1,0,1
325.61,1,0,1
325.81,1,0,1
326.01,1,0,1
326.21,1,0,1
326.41,1,1,1
326.62,1,0,1
326.81,1,0,1
327.01,1,0,1
327.21,1,0,1
327.41,1,0,1
327.62,1,0,1
327.82,1,0,1
328.01,1,0,1
328.22,1,0,1
328.42,1,0,1
328.62,1,0,1
328.82,1,0,1
329.01,1,0,1
329.22,1,0,1
329.41,1,0,1
329.61,1,0,1
329.82,1,0,1
330.02,1,0,1
330.21,1,0,1
330.41,1,0,1
330.61,1,0,1
330.81,1,0,1
331.01,1,0,1
331.21,1,1,1
331.41,1,0,1
331.61,1,0,1
331.81,1,1,1
332.01,1,0,1
332.21,1,1,1
332.41,1,0,1
332.61,1,0,1
332.81,1,0,1
333.01,1,0,1
333.21,1,0,1
333.41,1,0,1
333.61,1,0,1
333.81,1,0,1
334.01,1,0,1
334.21,1,0,1
334.42,1,0,1
334.61,1,0,1
334.81,1,0,1
335.01,1,0,1
335.21,1,0,1
335.41,1,0,1
335.61,1,0,1
335.81,1,0,1
336.01,1,0,1
336.21,1,0,1
336.42,1,0,1
336.61,1,0,1
336.81,1,0,1
337.01,1,0,1
337.21,1,0,1
337.41,1,0,1
337.61,1,0,1
337.81,1,1,1
338.01,1,0,1
338.21,1,0,1
338.41,1,1,1
338.61,1,0,1
338.81,1,0,1
339.01,1,0,1
339.21,1,0,1
339.42,1,0,1
339.61,1,0,1
339.81,1,0,1
340.01,1,0,1
340.21,1,0,1
340.41,1,0,1
340.61,1,0,1
340.81,1,0,1
341.01,1,0,1
341.21,1,0,1
341.41,1,0,1
341.61,1,0,1
341.81,1,1,1
342.01,1,0,1
342.21,1,1,1
342.41,1,0,1
342.61,1,0,1
342.81,1,0,1
343.01,1,0,1
343.21,1,0,1
343.41,1,0,1
343.61,1,0,1
343.81,1,0,1
344.01,1,0,1
344.21,1,0,1
344.41,1,0,1
344.61,1,1,1
344.81,1,0,1
345.01,1,1,1
345.21,1,0,1
345.41,1,0,1
345.61,1,0,1
345.81,1,0,1
346.01,1,0,1
346.21,1,0,1
346.41,1,0,1
346.61,1,0,1
346.81,1,0,1
347.01,1,0,1
347.21,1,0,1
347.41,1,0,1
347.61,1,1,1
347.81,1,0,1
348.01,1,0,1
348.21,1,1,1
348.41,1,0,1
348.61,1,0,1
348.82,1,0,1
349.01,1,0,1
349.21,1,0,1
349.41,1,0,1
349.61,1,0,1
349.81,1,0,1
350.01,1,0,1
350.21,1,0,1
350.41,1,0,1
350.61,1,0,1
350.82,1,0,1
351.02,1,0,1
351.21,1,0,1
351.42,1,0,1
351.61,1,0,1
351.81,1,0,1
352.01,1,0,1
352.21,1,0,1
352.41,1,0,1
352.61,1,0,1
352.81,1,0,1
353.01,1,0,1
353.21,1,0,1
353.41,1,0,1
353.61,1,0,1
353.81,1,0,1
354.01,1,0,1
354.21,1,0,1
354.41,1,0,1
354.61,1,0,1
354.81,1,0,1
355.01,1,0,1
355.21,1,0,1
355.41,1,0,1
355.62,1,0,1
355.81,1,0,1
356.01,1,0,1
356.20,1,0,1
356.41,1,0,1
356.61,1,0,1
356.81,1,0,1
357.01,1,0,1
357.21,1,0,1
357.41,1,0,1
357.61,1,0,1
357.81,1,0,1
358.01,1,0,1
358.21,1,0,1
358.41,1,0,1
358.61,1,0,1
358.81,1,0,1
359.01,1,0,1
359.21,1,0,1
359.41,1,0,1
359.61,1,1,1
359.81,1,0,1
